Key,TimeHeld
'a',0.1375408172607422
's',0.14908313751220703
Key.space,0.08861970901489258
't',0.08732008934020996
'h',0.08552145957946777
'e',0.1028749942779541
Key.space,0.10010838508605957
's',0.12328457832336426
  
<<-- SNIP -->>
(this is an example file)
